기간	자치구	동	합계	합계	합계	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형
기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2019	서대문구	홍은1동	1,066	564	502	500	261	239	113	60	53	111	60	51	156	74	82	11	8	3	58	35	23	13	12	1	36	20	16	40	17	23	-	-	-	3	2	1	8	4	4	2	-	2	12	8	4	3	3	-
2019	서대문구	홍은2동	1,267	721	546	550	288	262	134	78	56	128	80	48	156	83	73	9	7	2	96	59	37	19	17	2	70	49	21	72	41	31	2	1	1	4	3	1	10	6	4	1	-	1	14	8	6	2	1	1
2019	서대문구	남가좌1동	521	273	248	240	119	121	74	36	38	52	36	16	63	28	35	3	3	-	31	18	13	6	4	2	17	9	8	22	15	7	-	-	-	3	1	2	3	2	1	-	-	-	4	2	2	3	-	3
2019	서대문구	남가좌2동	1,081	584	497	467	235	232	122	59	63	99	67	32	165	86	79	12	7	5	70	46	24	11	10	1	61	29	32	43	24	19	1	1	-	6	4	2	11	9	2	1	1	-	8	4	4	4	2	2
2019	서대문구	북가좌1동	710	402	308	297	161	136	89	47	42	78	49	29	103	56	47	8	3	5	52	33	19	13	12	1	20	11	9	32	21	11	2	2	-	2	1	1	4	1	3	1	1	-	7	3	4	2	1	1
2019	서대문구	북가좌2동	1,584	897	687	731	413	318	152	91	61	158	90	68	237	121	116	15	11	4	103	71	32	14	12	2	73	29	44	74	42	32	4	2	2	1	1	-	2	1	1	2	1	1	16	11	5	2	1	1
2019	서대문구	충현동	704	419	285	284	186	98	79	45	34	96	59	37	111	44	67	5	4	1	43	30	13	5	5	-	32	19	13	30	14	16	3	2	1	1	1	-	7	4	3	-	-	-	4	3	1	4	3	1
2019	서대문구	북아현동	612	354	258	270	146	124	64	40	24	69	45	24	92	53	39	7	7	-	34	23	11	9	7	2	16	8	8	32	14	18	5	4	1	3	2	1	8	5	3	-	-	-	2	-	2	1	-	1
2019	서대문구	신촌동	486	268	218	199	111	88	56	33	23	52	27	25	72	38	34	3	2	1	36	24	12	9	6	3	16	9	7	30	11	19	1	1	-	2	1	1	-	-	-	-	-	-	9	4	5	1	1	-
2019	서대문구	연희동	1,398	792	606	607	328	279	171	99	72	148	81	67	194	112	82	10	8	2	91	55	36	15	14	1	51	29	22	66	35	31	2	-	2	7	6	1	15	12	3	2	2	-	16	9	7	3	2	1
2019	마포구	소계	13,119	7,408	5,711	5,776	3,148	2,628	1,434	822	612	1,463	866	597	1,844	1,006	838	108	79	29	857	500	357	197	165	32	496	245	251	617	362	255	33	19	14	49	36	13	92	66	26	10	5	5	109	67	42	34	22	12
2019	마포구	용강동	600	342	258	277	144	133	66	42	24	67	41	26	76	42	34	7	7	-	42	25	17	8	7	1	17	11	6	23	13	10	2	-	2	1	1	-	4	4	-	1	-	1	7	4	3	2	1	1
2019	마포구	대흥동	435	248	187	190	96	94	54	35	19	43	26	17	61	40	21	2	2	-	27	14	13	7	7	-	18	10	8	23	13	10	1	-	1	1	-	1	-	-	-	-	-	-	5	2	3	3	3	-
2019	마포구	염리동	432	238	194	178	98	80	50	33	17	60	30	30	64	29	35	3	3	-	26	16	10	4	4	-	21	11	10	15	8	7	2	2	-	-	-	-	3	2	1	-	-	-	4	1	3	2	1	1
2019	마포구	신수동	720	402	318	325	172	153	74	43	31	74	40	34	104	59	45	9	5	4	51	34	17	8	5	3	20	11	9	39	22	17	1	1	-	1	-	1	4	3	1	1	1	-	5	3	2	4	3	1
2019	마포구	서교동	671	407	264	301	174	127	60	34	26	89	61	28	94	54	40	6	5	1	45	31	14	10	8	2	18	10	8	32	19	13	-	-	-	1	1	-	9	7	2	-	-	-	5	3	2	1	-	1
2019	마포구	합정동	595	342	253	266	141	125	61	37	24	66	45	21	102	58	44	2	2	-	34	18	16	5	4	1	16	9	7	29	18	11	2	1	1	1	1	-	3	3	-	-	-	-	6	4	2	2	1	1
2019	마포구	망원1동	853	499	354	393	225	168	91	57	34	98	65	33	107	57	50	7	2	5	56	36	20	10	8	2	28	13	15	40	21	19	2	1	1	2	2	-	11	8	3	-	-	-	6	2	4	2	2	-
2019	마포구	망원2동	748	441	307	340	190	150	94	58	36	81	49	32	104	59	45	9	8	1	38	21	17	9	7	2	24	12	12	34	24	10	-	-	-	4	4	-	4	3	1	-	-	-	6	5	1	1	1	-
2019	마포구	연남동	540	289	251	255	116	139	46	24	22	63	38	25	78	44	34	5	4	1	24	14	10	10	10	-	15	9	6	29	21	8	1	-	1	4	3	1	3	2	1	-	-	-	7	4	3	-	-	-
2019	마포구	성산1동	706	405	301	313	170	143	68	45	23	81	45	36	98	55	43	4	3	1	31	13	18	17	16	1	33	17	16	38	23	15	6	4	2	3	3	-	8	6	2	-	-	-	5	4	1	1	1	-
2019	마포구	성산2동	2,041	1,106	935	854	460	394	242	135	107	212	118	94	278	142	136	16	11	5	171	95	76	22	17	5	117	53	64	81	43	38	6	5	1	8	5	3	10	9	1	4	3	1	14	7	7	6	3	3
2019	마포구	상암동	1,157	655	502	473	259	214	134	74	60	127	71	56	153	87	66	5	3	2	91	61	30	31	27	4	35	18	17	73	36	37	5	1	4	6	4	2	14	8	6	1	1	-	8	5	3	1	-	1
2019	마포구	도화동	762	411	351	298	152	146	89	48	41	90	49	41	120	65	55	4	4	-	45	25	20	12	8	4	37	19	18	48	30	18	1	1	-	7	3	4	5	2	3	-	-	-	5	4	1	1	1	-
2019	마포구	서강동	688	375	313	304	179	125	91	43	48	65	33	32	102	48	54	7	5	2	37	22	15	16	13	3	22	9	13	28	17	11	2	1	1	-	-	-	2	-	2	1	-	1	9	5	4	2	-	2
2019	마포구	공덕동	1,513	863	650	696	383	313	146	78	68	184	116	68	207	119	88	13	8	5	105	56	49	15	14	1	55	26	29	60	39	21	1	1	-	8	8	-	8	6	2	2	-	2	9	6	3	4	3	1
2019	마포구	아현동	658	385	273	313	189	124	68	36	32	63	39	24	96	48	48	9	7	2	34	19	15	13	10	3	20	7	13	25	15	10	1	1	-	2	1	1	4	3	1	-	-	-	8	8	-	2	2	-
2019	양천구	소계	17,456	10,144	7,312	7,981	4,620	3,361	1,756	1,031	725	1,715	1,042	673	2,672	1,409	1,263	165	116	49	1,153	704	449	261	224	37	616	309	307	683	402	281	46	32	14	94	63	31	123	78	45	12	6	6	130	76	54	49	32	17
2019	양천구	목1동	678	371	307	296	161	135	85	42	43	73	44	29	88	41	47	7	5	2	51	32	19	19	16	3	14	8	6	25	12	13	3	-	3	3	2	1	7	4	3	-	-	-	6	3	3	1	1	-
2019	양천구	목2동	1,058	640	418	499	294	205	98	59	39	119	77	42	158	84	74	8	7	1	64	44	20	10	8	2	34	22	12	46	29	17	4	3	1	6	3	3	6	4	2	-	-	-	6	6	-	-	-	-
2019	양천구	목3동	891	524	367	397	237	160	82	54	28	78	48	30	148	85	63	7	4	3	65	37	28	6	5	1	50	18	32	30	16	14	2	1	1	6	3	3	7	5	2	1	1	-	9	8	1	3	2	1
2019	양천구	목4동	882	525	357	389	234	155	68	43	25	96	55	41	136	71	65	14	10	4	58	33	25	20	14	6	39	26	13	40	23	17	-	-	-	3	1	2	7	5	2	1	1	-	8	7	1	3	2	1
2019	양천구	신월1동	1,247	755	492	573	352	221	124	83	41	126	70	56	178	89	89	12	8	4	83	55	28	15	12	3	48	32	16	50	29	21	2	1	1	12	10	2	6	5	1	2	-	2	9	6	3	7	3	4
2019	양천구	신월2동	1,013	605	408	493	294	199	99	59	40	97	62	35	141	82	59	12	8	4	79	51	28	12	11	1	32	11	21	30	18	12	3	1	2	2	2	-	5	2	3	-	-	-	7	3	4	1	1	-
2019	양천구	신월3동	967	588	379	450	262	188	93	65	28	91	64	27	144	81	63	13	11	2	58	31	27	9	8	1	50	31	19	33	19	14	1	1	-	5	4	1	8	4	4	-	-	-	9	4	5	3	3	-
2019	양천구	신월4동	890	519	371	456	269	187	92	53	39	66	34	32	131	76	55	4	2	2	55	37	18	11	11	-	20	4	16	35	20	15	2	2	-	1	1	-	8	6	2	2	-	2	7	4	3	-	-	-
2019	양천구	신월5동	732	412	320	340	190	150	65	42	23	81	46	35	105	59	46	7	5	2	51	29	22	10	7	3	28	11	17	24	15	9	3	2	1	3	-	3	6	2	4	1	1	-	6	2	4	2	1	1
2019	양천구	신월6동	251	175	76	132	88	44	24	14	10	17	12	5	34	24	10	1	1	-	17	15	2	5	5	-	2	2	-	13	8	5	1	1	-	2	2	-	2	2	-	-	-	-	-	-	-	1	1	-
2019	양천구	신월7동	1,171	655	516	556	302	254	116	74	42	110	67	43	187	95	92	5	4	1	60	36	24	8	6	2	44	18	26	55	34	21	2	2	-	6	5	1	6	4	2	1	-	1	11	4	7	4	4	-
2019	양천구	신정1동	567	333	234	242	136	106	68	39	29	64	40	24	97	53	44	2	2	-	29	17	12	12	11	1	15	7	8	21	13	8	2	2	-	-	-	-	10	9	1	1	-	1	3	3	-	1	1	-
2019	양천구	신정2동	737	428	309	351	206	145	84	45	39	48	34	14	94	48	46	8	3	5	54	31	23	16	15	1	26	13	13	30	19	11	1	-	1	5	5	-	9	5	4	-	-	-	8	3	5	3	1	2
2019	양천구	신정3동	2,119	1,196	923	936	530	406	232	125	107	213	126	87	310	146	164	19	13	6	155	95	60	38	33	5	80	39	41	78	53	25	5	4	1	15	9	6	14	9	5	2	2	-	13	8	5	9	4	5
2019	양천구	신정6동	464	264	200	189	112	77	57	25	32	57	37	20	59	31	28	7	5	2	39	20	19	9	7	2	14	5	9	17	10	7	5	4	1	3	3	-	4	2	2	-	-	-	3	2	1	1	1	-
2019	양천구	신정7동	1,413	739	674	628	319	309	141	80	61	138	76	62	272	125	147	12	9	3	76	45	31	24	19	5	47	25	22	48	26	22	1	1	-	10	6	4	3	2	1	-	-	-	12	5	7	1	1	-
2019	양천구	목5동	731	409	322	290	163	127	92	47	45	66	42	24	135	64	71	5	3	2	38	23	15	16	15	1	14	9	5	54	29	25	4	2	2	4	4	-	5	4	1	-	-	-	5	3	2	3	1	2
2019	양천구	신정4동	1,645	1,006	639	764	471	293	136	82	54	175	108	67	255	155	100	22	16	6	121	73	48	21	21	-	59	28	31	54	29	25	5	5	-	8	3	5	10	4	6	1	1	-	8	5	3	6	5	1
2019	강서구	소계	28,854	16,674	12,180	12,685	7,368	5,317	2,982	1,777	1,205	2,834	1,684	1,150	4,116	2,186	1,930	245	164	81	2,025	1,176	849	355	299	56	1,589	771	818	1,292	779	513	66	47	19	169	111	58	158	108	50	36	20	16	182	118	64	120	66	54
2019	강서구	염창동	1,114	688	426	500	308	192	114	55	59	117	74	43	168	111	57	6	2	4	78	50	28	30	26	4	21	11	10	48	25	23	3	3	-	6	4	2	11	7	4	1	1	-	10	10	-	1	1	-
2019	강서구	등촌1동	736	415	321	343	196	147	72	36	36	64	41	23	133	77	56	8	6	2	47	19	28	11	8	3	13	7	6	32	19	13	3	2	1	2	1	1	1	1	-	1	1	-	5	1	4	1	-	1
2019	강서구	등촌2동	732	434	298	328	195	133	76	46	30	60	38	22	109	58	51	2	2	-	43	26	17	11	8	3	30	16	14	53	30	23	1	1	-	1	-	1	9	7	2	-	-	-	6	5	1	3	2	1
2019	강서구	등촌3동	3,861	2,134	1,727	1,526	859	667	433	273	160	357	201	156	523	245	278	28	18	10	322	186	136	31	26	5	373	170	203	169	104	65	10	6	4	36	19	17	11	6	5	2	-	2	19	11	8	21	10	11
2019	강서구	화곡본동	1,420	814	606	646	377	269	143	72	71	133	83	50	199	98	101	15	9	6	109	71	38	19	15	4	59	28	31	66	38	28	5	4	1	6	5	1	4	3	1	-	-	-	8	5	3	8	6	2
2019	강서구	화곡2동	795	479	316	383	232	151	63	43	20	89	64	25	123	62	61	2	2	-	46	25	21	17	13	4	22	11	11	37	20	17	2	1	1	1	1	-	2	2	-	2	-	2	4	3	1	2	-	2
2019	강서구	화곡3동	848	472	376	350	183	167	110	64	46	87	46	41	155	80	75	10	7	3	41	26	15	9	7	2	33	21	12	33	24	9	1	-	1	5	4	1	7	5	2	1	1	-	2	1	1	4	3	1
2019	강서구	화곡4동	959	579	380	444	261	183	99	64	35	102	61	41	132	77	55	10	8	2	52	30	22	12	10	2	40	23	17	39	26	13	6	3	3	6	5	1	6	4	2	-	-	-	7	6	1	4	1	3
2019	강서구	화곡6동	960	551	409	416	236	180	85	46	39	108	67	41	116	62	54	8	4	4	114	71	43	15	13	2	37	16	21	41	23	18	1	1	-	4	3	1	2	-	2	1	-	1	9	8	1	3	1	2
2019	강서구	화곡8동	1,073	604	469	475	271	204	96	57	39	115	59	56	176	105	71	13	9	4	71	38	33	11	8	3	43	17	26	39	21	18	3	1	2	8	6	2	6	3	3	4	1	3	11	6	5	2	2	-
2019	강서구	가양1동	821	505	316	378	224	154	91	52	39	93	58	35	105	65	40	4	4	-	53	36	17	20	17	3	18	9	9	44	32	12	1	1	-	3	1	2	5	3	2	-	-	-	6	3	3	-	-	-
2019	강서구	가양2동	2,451	1,436	1,015	974	589	385	295	190	105	196	110	86	282	148	134	16	7	9	200	112	88	21	14	7	272	141	131	128	81	47	3	3	-	23	18	5	6	3	3	6	2	4	14	10	4	15	8	7
2019	강서구	가양3동	1,691	885	806	705	383	322	172	103	69	140	77	63	254	105	149	17	8	9	115	66	49	12	10	2	155	74	81	78	39	39	4	3	1	5	2	3	7	2	5	2	2	-	8	3	5	17	8	9
2019	강서구	발산1동	1,491	867	624	709	414	295	153	89	64	152	93	59	208	108	100	11	6	5	97	58	39	24	22	2	38	15	23	57	34	23	2	2	-	9	8	1	13	11	2	1	-	1	11	5	6	6	2	4
2019	강서구	공항동	1,095	653	442	527	313	214	90	58	32	108	64	44	161	91	70	10	8	2	83	47	36	9	9	-	31	16	15	54	31	23	1	-	1	5	3	2	4	4	-	3	3	-	7	5	2	2	1	1
2019	강서구	방화1동	1,767	1,070	697	809	496	313	174	91	83	193	115	78	275	159	116	15	12	3	124	78	46	21	20	1	40	21	19	74	48	26	4	2	2	9	6	3	11	8	3	2	1	1	12	9	3	4	4	-
2019	강서구	방화2동	1,628	970	658	733	438	295	169	108	61	150	97	53	226	116	110	19	11	8	119	68	51	14	12	2	91	43	48	65	46	19	5	5	-	12	9	3	8	6	2	3	1	2	8	6	2	6	4	2
2019	강서구	방화3동	2,042	1,148	894	911	500	411	238	146	92	182	107	75	273	150	123	18	15	3	127	65	62	15	13	2	147	75	72	82	43	39	1	1	-	16	10	6	8	7	1	1	1	-	14	9	5	9	6	3
2019	강서구	화곡1동	2,125	1,258	867	986	578	408	193	119	74	252	155	97	314	169	145	21	16	5	95	57	38	24	22	2	89	43	46	87	56	31	6	6	-	10	5	5	21	14	7	5	5	-	13	8	5	9	5	4
2019	강서구	우장산동	1,245	712	533	542	315	227	116	65	51	136	74	62	184	100	84	12	10	2	89	47	42	29	26	3	37	14	23	66	39	27	4	2	2	2	1	1	16	12	4	1	1	-	8	4	4	3	2	1
2019	구로구	소계	18,141	10,888	7,253	8,333	4,933	3,400	1,751	1,076	675	1,920	1,171	749	2,681	1,568	1,113	152	112	40	1,205	725	480	275	233	42	635	312	323	729	441	288	56	33	23	95	71	24	95	68	27	27	16	11	136	98	38	51	31	20
2019	구로구	신도림동	945	570	375	421	239	182	91	57	34	109	68	41	122	69	53	7	4	3	68	45	23	26	23	3	25	13	12	40	25	15	2	2	-	7	5	2	11	9	2	1	-	1	11	8	3	4	3	1
2019	구로구	구로1동	519	324	195	234	135	99	52	34	18	67	45	22	78	46	32	6	6	-	23	17	6	10	9	1	13	10	3	27	17	10	2	2	-	3	1	2	1	-	1	1	-	1	1	1	-	1	1	-
2019	구로구	구로3동	910	530	380	430	241	189	82	57	25	103	59	44	139	75	64	6	6	-	55	32	23	11	10	1	24	11	13	38	24	14	-	-	-	1	1	-	4	3	1	1	1	-	12	9	3	4	1	3
2019	구로구	구로4동	1,184	675	509	578	326	252	94	51	43	146	87	59	167	94	73	9	8	1	67	38	29	12	12	-	37	18	19	43	22	21	5	2	3	8	5	3	3	3	-	4	1	3	10	7	3	1	1	-
2019	구로구	구로5동	1,101	656	445	533	316	217	115	69	46	112	67	45	151	95	56	7	5	2	64	33	31	17	15	2	24	10	14	47	27	20	9	5	4	3	3	-	10	5	5	-	-	-	8	6	2	1	-	1
2019	구로구	고척1동	1,148	700	448	541	318	223	119	70	49	106	66	40	168	101	67	11	7	4	81	53	28	14	13	1	33	16	17	41	32	9	3	2	1	4	4	-	8	7	1	3	1	2	9	6	3	7	4	3
2019	구로구	고척2동	1,328	792	536	620	370	250	121	72	49	147	91	56	183	108	75	6	4	2	93	56	37	17	14	3	55	25	30	49	23	26	7	5	2	9	7	2	5	5	-	3	3	-	8	7	1	5	2	3
2019	구로구	개봉2동	1,438	881	557	645	393	252	127	88	39	145	84	61	259	150	109	14	9	5	91	59	32	23	21	2	50	25	25	50	29	21	6	1	5	6	4	2	9	6	3	2	2	-	9	8	1	2	2	-
2019	구로구	개봉3동	1,060	641	419	498	314	184	95	56	39	115	71	44	178	104	74	5	3	2	58	33	25	15	12	3	36	19	17	35	15	20	3	1	2	3	2	1	5	4	1	1	-	1	10	6	4	3	1	2
2019	구로구	오류1동	1,089	654	435	497	296	201	107	69	38	122	79	43	168	102	66	13	9	4	62	34	28	9	8	1	57	23	34	40	25	15	-	-	-	3	3	-	2	2	-	1	1	-	5	1	4	3	2	1
2019	구로구	오류2동	2,476	1,472	1,004	1,036	609	427	288	175	113	252	149	103	372	216	156	21	17	4	179	104	75	56	43	13	100	50	50	112	69	43	6	4	2	13	7	6	15	10	5	3	3	-	18	12	6	5	4	1
2019	구로구	수궁동	1,268	763	505	578	343	235	123	72	51	108	67	41	167	95	72	14	9	5	110	71	39	29	23	6	40	24	16	65	35	30	5	4	1	7	6	1	6	3	3	1	-	1	10	8	2	5	3	2
2019	구로구	가리봉동	547	336	211	249	159	90	51	33	18	66	41	25	88	48	40	6	5	1	28	17	11	1	1	-	27	10	17	22	16	6	1	1	-	4	2	2	-	-	-	-	-	-	3	2	1	1	1	-
2019	구로구	구로2동	1,458	878	580	697	425	272	124	76	48	157	100	57	204	112	92	13	8	5	102	53	49	11	10	1	52	27	25	51	33	18	5	2	3	14	12	2	9	5	4	1	1	-	14	12	2	4	2	2
2019	구로구	개봉1동	1,670	1,016	654	776	449	327	162	97	65	165	97	68	237	153	84	14	12	2	124	80	44	24	19	5	62	31	31	69	49	20	2	2	-	10	9	1	7	6	1	5	3	2	8	5	3	5	4	1
2019	금천구	소계	11,373	6,867	4,506	5,279	3,202	2,077	1,094	653	441	1,167	722	445	1,683	986	697	92	73	19	767	486	281	113	99	14	438	207	231	446	263	183	45	25	20	59	49	10	50	30	20	16	7	9	85	41	44	39	24	15
2019	금천구	가산동	743	482	261	360	223	137	67	46	21	74	51	23	112	72	40	4	4	-	42	32	10	3	2	1	33	19	14	28	19	9	3	-	3	7	7	-	2	-	2	-	-	-	5	5	-	3	2	1
2019	금천구	독산1동	1,980	1,189	791	876	543	333	211	119	92	204	125	79	269	156	113	18	16	2	131	78	53	20	18	2	108	50	58	79	46	33	15	9	6	16	13	3	9	5	4	4	2	2	13	5	8	7	4	3
2019	금천구	독산2동	984	601	383	472	296	176	86	49	37	93	52	41	141	87	54	8	6	2	84	60	24	4	4	-	38	14	24	38	25	13	3	1	2	3	1	2	3	1	2	2	1	1	5	2	3	4	2	2
2019	금천구	독산3동	1,219	755	464	585	356	229	111	64	47	129	87	42	178	117	61	10	7	3	70	46	24	12	8	4	33	15	18	60	37	23	5	3	2	2	2	-	6	5	1	2	1	1	13	6	7	3	1	2
2019	금천구	독산4동	818	513	305	374	242	132	60	40	20	90	62	28	117	66	51	7	5	2	72	44	28	13	12	1	32	13	19	36	22	14	-	-	-	3	2	1	2	1	1	-	-	-	9	2	7	3	2	1
2019	금천구	시흥1동	1,659	995	664	783	476	307	168	93	75	171	105	66	236	130	106	19	14	5	95	63	32	19	19	-	66	32	34	62	40	22	7	4	3	7	7	-	5	3	2	4	-	4	15	8	7	2	1	1
2019	금천구	시흥2동	1,120	655	465	520	292	228	124	74	50	103	66	37	176	104	72	6	5	1	68	43	25	17	14	3	27	15	12	45	21	24	6	4	2	11	8	3	10	7	3	1	1	-	4	1	3	2	-	2
2019	금천구	시흥3동	556	332	224	256	149	107	53	37	16	47	28	19	87	58	29	7	5	2	38	23	15	6	5	1	23	6	17	24	13	11	2	1	1	2	2	-	1	-	1	1	-	1	4	1	3	5	4	1
2019	금천구	시흥4동	1,097	660	437	486	287	199	112	72	40	123	75	48	187	102	85	5	4	1	81	46	35	13	11	2	31	19	12	35	24	11	4	3	1	3	3	-	5	4	1	2	2	-	7	6	1	3	2	1
2019	금천구	시흥5동	1,197	685	512	567	338	229	102	59	43	133	71	62	180	94	86	8	7	1	86	51	35	6	6	-	47	24	23	39	16	23	-	-	-	5	4	1	7	4	3	-	-	-	10	5	5	7	6	1
2019	영등포구	소계	14,411	8,599	5,812	6,583	3,819	2,764	1,474	916	558	1,574	972	602	2,204	1,267	937	124	87	37	839	527	312	194	165	29	447	246	201	646	389	257	32	17	15	61	46	15	76	54	22	19	13	6	106	63	43	32	18	14
2019	영등포구	여의동	755	442	313	315	162	153	91	52	39	95	56	39	100	61	39	4	3	1	35	26	9	28	21	7	22	16	6	39	26	13	1	-	1	2	2	-	11	9	2	1	-	1	10	7	3	1	1	-
2019	영등포구	당산1동	805	468	337	388	229	159	75	38	37	93	54	39	129	72	57	8	2	6	36	24	12	12	10	2	21	13	8	26	14	12	3	3	-	6	4	2	1	1	-	1	1	-	5	3	2	1	-	1
2019	영등포구	당산2동	924	529	395	427	227	200	96	48	48	119	77	42	143	90	53	10	8	2	40	24	16	14	11	3	25	12	13	29	19	10	5	3	2	2	1	1	7	4	3	1	1	-	5	3	2	1	1	-
2019	영등포구	양평1동	715	418	297	354	207	147	66	42	24	81	48	33	97	54	43	6	6	-	46	25	21	10	7	3	18	10	8	21	9	12	1	-	1	4	1	3	3	2	1	1	1	-	5	4	1	2	2	-
2019	영등포구	양평2동	615	375	240	303	177	126	68	42	26	57	34	23	77	47	30	6	4	2	37	29	8	7	7	-	14	9	5	33	16	17	1	-	1	4	3	1	6	5	1	1	1	-	1	1	-	-	-	-
2019	영등포구	신길1동	826	477	349	386	209	177	73	50	23	88	55	33	142	82	60	9	7	2	38	23	15	8	8	-	29	10	19	38	24	14	-	-	-	1	1	-	5	1	4	-	-	-	9	7	2	-	-	-
2019	영등포구	신길3동	861	516	345	377	221	156	101	64	37	102	61	41	116	70	46	6	4	2	58	34	24	9	9	-	36	18	18	37	22	15	1	1	-	2	2	-	3	3	-	1	1	-	8	5	3	4	1	3
2019	영등포구	신길4동	532	297	235	243	127	116	60	38	22	52	31	21	83	43	40	1	1	-	34	18	16	3	3	-	18	12	6	22	15	7	2	1	1	4	3	1	2	2	-	1	1	-	6	2	4	1	-	1
2019	영등포구	신길5동	527	307	220	230	120	110	68	40	28	48	30	18	94	56	38	5	5	-	36	25	11	4	3	1	15	10	5	18	12	6	-	-	-	2	1	1	2	2	-	-	-	-	3	2	1	2	1	1
2019	영등포구	신길6동	759	420	339	337	180	157	89	51	38	69	35	34	102	62	40	7	4	3	55	34	21	17	16	1	26	12	14	42	18	24	1	-	1	3	2	1	4	2	2	1	1	-	6	3	3	-	-	-
2019	영등포구	신길7동	477	271	206	203	107	96	51	33	18	63	38	25	72	40	32	6	2	4	32	17	15	13	12	1	14	5	9	12	11	1	1	1	-	3	3	-	2	-	2	1	1	-	3	1	2	1	-	1
2019	영등포구	대림1동	751	453	298	327	199	128	72	43	29	84	47	37	131	73	58	7	6	1	43	33	10	4	4	-	27	14	13	42	29	13	-	-	-	2	1	1	-	-	-	-	-	-	7	2	5	5	2	3
2019	영등포구	대림2동	711	430	281	334	212	122	59	36	23	59	35	24	134	75	59	9	7	2	46	24	22	8	7	1	19	7	12	37	24	13	1	1	-	1	-	1	1	1	-	-	-	-	2	1	1	1	-	1
2019	영등포구	대림3동	1,156	704	452	546	327	219	100	70	30	115	77	38	194	99	95	14	8	6	71	42	29	10	9	1	29	18	11	54	39	15	2	1	1	5	4	1	4	4	-	5	1	4	5	3	2	2	2	-
2019	영등포구	영등포본동	1,074	659	415	459	283	176	109	71	38	127	81	46	171	100	71	5	5	-	61	37	24	14	10	4	33	19	14	60	31	29	5	1	4	4	3	1	5	3	2	2	1	1	14	9	5	5	5	-
2019	영등포구	영등포동	1,067	722	345	475	317	158	105	70	35	113	86	27	152	95	57	9	7	2	72	50	22	7	4	3	57	38	19	49	33	16	-	-	-	8	8	-	8	6	2	2	2	-	6	4	2	4	2	2
2019	영등포구	도림동	921	543	378	423	256	167	78	45	33	116	70	46	139	72	67	6	4	2	58	35	23	10	10	-	26	15	11	45	22	23	5	2	3	4	3	1	2	2	-	1	1	-	7	5	2	1	1	-
2019	영등포구	문래동	934	568	366	455	259	196	113	83	30	93	57	36	128	76	52	6	4	2	41	27	14	16	14	2	18	8	10	42	25	17	3	3	-	4	4	-	10	7	3	-	-	-	4	1	3	1	-	1
2019	영등포구	기타	1	-	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2019	동작구	소계	14,735	8,432	6,303	6,447	3,555	2,892	1,556	900	656	1,569	965	604	2,330	1,286	1,044	141	101	40	902	541	361	229	194	35	521	262	259	654	365	289	42	27	15	64	49	15	113	84	29	10	7	3	113	76	37	44	20	24
2019	동작구	노량진2동	663	377	286	280	154	126	69	43	26	82	46	36	108	57	51	3	3	-	52	31	21	4	3	1	31	18	13	24	16	8	-	-	-	2	2	-	3	2	1	-	-	-	1	-	1	4	2	2
2019	동작구	상도1동	1,524	871	653	657	373	284	146	87	59	195	117	78	244	129	115	15	11	4	83	46	37	26	23	3	46	21	25	68	35	33	6	5	1	6	6	-	12	10	2	1	1	-	14	6	8	5	1	4
2019	동작구	상도2동	973	543	430	414	236	178	104	55	49	101	64	37	155	78	77	12	6	6	66	36	30	17	12	5	39	19	20	40	20	20	3	2	1	7	5	2	10	7	3	1	1	-	2	1	1	2	1	1
2019	동작구	상도3동	1,155	656	499	535	294	241	126	69	57	108	73	35	173	93	80	9	8	1	75	41	34	16	14	2	41	22	19	50	26	24	5	3	2	2	-	2	8	6	2	1	1	-	6	6	-	-	-	-
2019	동작구	상도4동	1,309	773	536	548	308	240	119	71	48	136	86	50	275	171	104	11	6	5	86	54	32	25	22	3	42	14	28	43	24	19	2	1	1	4	3	1	8	6	2	-	-	-	5	4	1	5	3	2
2019	동작구	사당1동	796	484	312	339	198	141	72	46	26	94	57	37	114	69	45	10	9	1	49	30	19	15	12	3	34	18	16	33	19	14	6	4	2	6	5	1	8	7	1	2	1	1	9	6	3	5	3	2
